lbp_code;h_lbp_before;h_lbp_after;delta
0;0.0264553449;0.0244247047;-0.0020306402
1;0.0013688318;0.0012887696;-0.0000800621
2;0.0125328888;0.0122434556;-0.0002894332
3;0.0052740198;0.0050735765;-0.0002004433
4;0.0012743700;0.0011968998;-0.0000774702
5;0.0001226851;0.0001137573;-0.0000089278
6;0.0051354950;0.0049030845;-0.0002324105
7;0.0052247729;0.0049071164;-0.0003176565
8;0.0103640119;0.0100187080;-0.0003453039
9;0.0007706698;0.0007519503;-0.0000187196
10;0.0011925799;0.0012210912;0.0000285113
11;0.0009356900;0.0009158184;-0.0000198715
12;0.0049531953;0.0047179049;-0.0002352905
13;0.0002597699;0.0002542980;-0.0000054719
14;0.0136131514;0.0132882950;-0.0003248563
15;0.0148431704;0.0145119782;-0.0003311922
16;0.0013938872;0.0013118091;-0.0000820781
17;0.0001523484;0.0001454366;-0.0000069118
18;0.0008363323;0.0008164608;-0.0000198715
19;0.0006194734;0.0005964340;-0.0000230395
20;0.0001192292;0.0001137573;-0.0000054719
21;0.0000132477;0.0000120957;-0.0000011520
22;0.0002563140;0.0002488261;-0.0000074878
23;0.0002972090;0.0002750335;-0.0000221755
24;0.0050237537;0.0047861593;-0.0002375944
25;0.0006554726;0.0006309931;-0.0000244794
26;0.0010125842;0.0010019284;-0.0000106557
27;0.0012700501;0.0012406748;-0.0000293753
28;0.0060651372;0.0057633203;-0.0003018169
29;0.0003571116;0.0003369521;-0.0000201595
30;0.0156921744;0.0153215271;-0.0003706473
31;0.0147919076;0.0145848405;-0.0002070671
32;0.0125596722;0.0122846387;-0.0002750335
33;0.0008547639;0.0008348923;-0.0000198715
34;0.0066509154;0.0068404149;0.0001894995
35;0.0017144236;0.0017109677;-0.0000034559
36;0.0008291325;0.0008063810;-0.0000227515
37;0.0000907179;0.0000881259;-0.0000025919
38;0.0017985176;0.0018025495;0.0000040319
39;0.0012156194;0.0012081315;-0.0000074878
40;0.0011156857;0.0011113658;-0.0000043199
41;0.0000849580;0.0000858220;0.0000008640
42;0.0001981393;0.0002099471;0.0000118077
43;0.0000884139;0.0000872619;-0.0000011520
44;0.0010079763;0.0009860888;-0.0000218875
45;0.0000682544;0.0000688304;0.0000005760
46;0.0015073565;0.0015433557;0.0000359992
47;0.0006707362;0.0006955036;0.0000247674
48;0.0053270105;0.0051259913;-0.0002010193
49;0.0006399209;0.0006154415;-0.0000244794
50;0.0017299753;0.0017429350;0.0000129597
51;0.0008682995;0.0008533239;-0.0000149756
52;0.0002859773;0.0002727296;-0.0000132477
53;0.0000420470;0.0000400311;-0.0000020160
54;0.0009328100;0.0009181224;-0.0000146877
55;0.0008055170;0.0007827656;-0.0000227515
56;0.0136148793;0.0133003907;-0.0003144886
57;0.0019949290;0.0019655537;-0.0000293753
58;0.0015174363;0.0015563153;0.0000388791
59;0.0015969224;0.0015969224;0.0000000000
60;0.0154398924;0.0150876767;-0.0003522157
61;0.0010563591;0.0010327437;-0.0000236154
62;0.0252247499;0.0255619900;0.0003372401
63;0.0150303660;0.0151881863;0.0001578203
64;0.0012758100;0.0011983398;-0.0000774702
65;0.0001342048;0.0001290210;-0.0000051839
66;0.0008570678;0.0008343164;-0.0000227515
67;0.0002839613;0.0002672577;-0.0000167036
68;0.0001391007;0.0001324769;-0.0000066238
69;0.0000138237;0.0000126717;-0.0000011520
70;0.0006356010;0.0006111216;-0.0000244794
71;0.0003332082;0.0003193845;-0.0000138237
72;0.0007260309;0.0006992475;-0.0000267834
73;0.0000884139;0.0000861100;-0.0000023039
74;0.0001019496;0.0001002216;-0.0000017280
75;0.0000817901;0.0000794861;-0.0000023039
76;0.0006082417;0.0005837623;-0.0000244794
77;0.0000455029;0.0000440630;-0.0000014400
78;0.0019672817;0.0019546100;-0.0000126717
79;0.0010318797;0.0010036564;-0.0000282233
80;0.0001154853;0.0001100134;-0.0000054719
81;0.0000149756;0.0000132477;-0.0000017280
82;0.0000930218;0.0000904299;-0.0000025919
83;0.0000380151;0.0000371511;-0.0000008640
84;0.0000164156;0.0000146877;-0.0000017280
85;0.0000031679;0.0000034559;0.0000002880
86;0.0000414710;0.0000406070;-0.0000008640
87;0.0000455029;0.0000423350;-0.0000031679
88;0.0002393224;0.0002275146;-0.0000118077
89;0.0000408950;0.0000362871;-0.0000046079
90;0.0000861100;0.0000817901;-0.0000043199
91;0.0000544307;0.0000535667;-0.0000008640
92;0.0003478958;0.0003300402;-0.0000178556
93;0.0000627825;0.0000590386;-0.0000037439
94;0.0010505993;0.0010186320;-0.0000319672
95;0.0007965892;0.0007732618;-0.0000233275
96;0.0050643607;0.0048437579;-0.0002206028
97;0.0002874172;0.0002692737;-0.0000181436
98;0.0017769182;0.0017743262;-0.0000025919
99;0.0008910510;0.0008812592;-0.0000097918
100;0.0006410729;0.0006154415;-0.0000256314
101;0.0000342712;0.0000348472;0.0000005760
102;0.0009714011;0.0009486497;-0.0000227515
103;0.0009748570;0.0009509536;-0.0000239034
104;0.0008835632;0.0008625397;-0.0000210235
105;0.0000748782;0.0000714223;-0.0000034559
106;0.0000973417;0.0001002216;0.0000028799
107;0.0001100134;0.0001079975;-0.0000020160
108;0.0012354909;0.0012095715;-0.0000259194
109;0.0000486709;0.0000457909;-0.0000028799
110;0.0016090181;0.0016009543;-0.0000080638
111;0.0010422475;0.0010272718;-0.0000149756
112;0.0052662440;0.0049482995;-0.0003179445
113;0.0003009529;0.0002842493;-0.0000167036
114;0.0012475866;0.0012337629;-0.0000138237
115;0.0008464121;0.0008104129;-0.0000359992
116;0.0003455919;0.0003193845;-0.0000262074
117;0.0000440630;0.0000426230;-0.0000014400
118;0.0009987605;0.0009659293;-0.0000328312
119;0.0019641137;0.0018641801;-0.0000999336
120;0.0130639483;0.0127549316;-0.0003090167
121;0.0009354020;0.0009109225;-0.0000244794
122;0.0006448168;0.0006684323;0.0000236154
123;0.0009676572;0.0009590174;-0.0000086398
124;0.0147343090;0.0144903787;-0.0002439303
125;0.0007323668;0.0006946396;-0.0000377271
126;0.0151458513;0.0153137513;0.0001679000
127;0.0157379653;0.0156613591;-0.0000766062
128;0.0103565241;0.0100166921;-0.0003398320
129;0.0050732885;0.0048434699;-0.0002298186
130;0.0011297974;0.0011450610;0.0000152636
131;0.0135137937;0.0132272405;-0.0002865533
132;0.0007136472;0.0006906077;-0.0000230395
133;0.0002249227;0.0002165709;-0.0000083518
134;0.0009097706;0.0008766514;-0.0000331192
135;0.0133911086;0.0130509886;-0.0003401200
136;0.0050928721;0.0051648704;0.0000719983
137;0.0016121860;0.0016274497;0.0000152636
138;0.0001900755;0.0002047632;0.0000146877
139;0.0014961248;0.0015217562;0.0000256314
140;0.0014673254;0.0014756772;0.0000083518
141;0.0008371963;0.0008216446;-0.0000155516
142;0.0014886369;0.0015217562;0.0000331192
143;0.0223007548;0.0227549201;0.0004541653
144;0.0008020611;0.0007793096;-0.0000227515
145;0.0006361770;0.0006145775;-0.0000215995
146;0.0000823661;0.0000829420;0.0000005760
147;0.0019736175;0.0019364664;-0.0000371511
148;0.0000915818;0.0000884139;-0.0000031679
149;0.0000351352;0.0000322552;-0.0000028799
150;0.0000740143;0.0000714223;-0.0000025919
151;0.0009771610;0.0009521056;-0.0000250554
152;0.0016582649;0.0016620089;0.0000037439
153;0.0009244582;0.0009109225;-0.0000135357
154;0.0000884139;0.0000930218;0.0000046079
155;0.0016214018;0.0016386814;0.0000172796
156;0.0012899216;0.0012807058;-0.0000092158
157;0.0010707588;0.0010399435;-0.0000308153
158;0.0007202710;0.0007332307;0.0000129597
159;0.0150747170;0.0152414650;0.0001667481
160;0.0011940199;0.0012133154;0.0000192955
161;0.0010134481;0.0009970325;-0.0000164156
162;0.0002070671;0.0002203148;0.0000132477
163;0.0014851810;0.0015240601;0.0000388791
164;0.0000843820;0.0000858220;0.0000014400
165;0.0000754542;0.0000743023;-0.0000011520
166;0.0000887019;0.0000907179;0.0000020160
167;0.0006618084;0.0006811040;0.0000192955
168;0.0001802838;0.0001946834;0.0000143997
169;0.0000803501;0.0000823661;0.0000020160
170;0.0000184316;0.0000204475;0.0000020160
171;0.0000852460;0.0000933098;0.0000080638
172;0.0000927338;0.0000935978;0.0000008640
173;0.0001048295;0.0001054055;0.0000005760
174;0.0000771822;0.0000832300;0.0000060479
175;0.0007228630;0.0007749897;0.0000521268
176;0.0009483617;0.0009405858;-0.0000077758
177;0.0012392348;0.0012078436;-0.0000313913
178;0.0000884139;0.0000910059;0.0000025919
179;0.0015802188;0.0015770509;-0.0000031679
180;0.0000771822;0.0000757422;-0.0000014400
181;0.0000406070;0.0000388791;-0.0000017280
182;0.0001031016;0.0001005096;-0.0000025919
183;0.0009878167;0.0009748570;-0.0000129597
184;0.0014846050;0.0015393237;0.0000547187
185;0.0016297536;0.0016401214;0.0000103678
186;0.0000702703;0.0000760302;0.0000057599
187;0.0015954824;0.0016401214;0.0000446389
188;0.0007850695;0.0008011971;0.0000161276
189;0.0010750787;0.0010736387;-0.0000014400
190;0.0007136472;0.0007798856;0.0000662384
191;0.0115995028;0.0121032029;0.0005037001
192;0.0048685253;0.0046237311;-0.0002447942
193;0.0058318626;0.0055303337;-0.0003015289
194;0.0010068243;0.0009817689;-0.0000250554
195;0.0155948327;0.0152325372;-0.0003622955
196;0.0006428009;0.0006183214;-0.0000244794
197;0.0003643114;0.0003409840;-0.0000233275
198;0.0012346269;0.0012124514;-0.0000221755
199;0.0147864357;0.0145724568;-0.0002139790
200;0.0015188762;0.0015260761;0.0000071998
201;0.0012778259;0.0012720660;-0.0000057599
202;0.0000961897;0.0000950378;-0.0000011520
203;0.0007666379;0.0007819016;0.0000152636
204;0.0008360443;0.0008236606;-0.0000123837
205;0.0009964565;0.0009693852;-0.0000270714
206;0.0016605689;0.0016712246;0.0000106557
207;0.0151225238;0.0152909999;0.0001684760
208;0.0002747455;0.0002617858;-0.0000129597
209;0.0003599915;0.0003415600;-0.0000184316
210;0.0000647985;0.0000656625;0.0000008640
211;0.0010552071;0.0010315917;-0.0000236154
212;0.0000429110;0.0000423350;-0.0000005760
213;0.0000509748;0.0000478069;-0.0000031679
214;0.0000486709;0.0000446389;-0.0000040319
215;0.0007315028;0.0007044314;-0.0000270714
216;0.0008582198;0.0008469881;-0.0000112317
217;0.0010736387;0.0010353356;-0.0000383031
218;0.0000990697;0.0000970537;-0.0000020160
219;0.0010926463;0.0010817025;-0.0000109437
220;0.0009823449;0.0009512416;-0.0000311033
221;0.0029248591;0.0028442210;-0.0000806381
222;0.0010416715;0.0010336077;-0.0000080638
223;0.0182285307;0.0181075735;-0.0001209572
224;0.0137171169;0.0134144361;-0.0003026809
225;0.0155069948;0.0151651468;-0.0003418479
226;0.0015563153;0.0015825227;0.0000262074
227;0.0254614803;0.0257967044;0.0003352241
228;0.0019721776;0.0019451062;-0.0000270714
229;0.0010814145;0.0010540552;-0.0000273594
230;0.0016130500;0.0016116100;-0.0000014400
231;0.0151775305;0.0153174952;0.0001399647
232;0.0014722213;0.0015231961;0.0000509748
233;0.0007346707;0.0007505103;0.0000158396
234;0.0000817901;0.0000915818;0.0000097918
235;0.0007205590;0.0007781577;0.0000575986
236;0.0016352255;0.0016320576;-0.0000031679
237;0.0010963902;0.0010814145;-0.0000149756
238;0.0016046982;0.0016470332;0.0000423350
239;0.0116470217;0.0121320023;0.0004849806
240;0.0144915307;0.0141300992;-0.0003614315
241;0.0147524526;0.0145272419;-0.0002252107
242;0.0006802400;0.0006952156;0.0000149756
243;0.0148927052;0.0150571494;0.0001644441
244;0.0010062483;0.0009843608;-0.0000218875
245;0.0008184767;0.0007821896;-0.0000362871
246;0.0010408075;0.0010318797;-0.0000089278
247;0.0158762021;0.0158016118;-0.0000745902
248;0.0221607901;0.0225740603;0.0004132703
249;0.0148261788;0.0150277741;0.0002015953
250;0.0007113432;0.0007556942;0.0000443510
251;0.0114339067;0.0119580544;0.0005241477
252;0.0151582350;0.0153120234;0.0001537884
253;0.0181447247;0.0180568867;-0.0000878379
254;0.0115666716;0.0120934112;0.0005267396
255;0.1451886125;0.1530191481;0.0078305356
